id,bodyType,color,engineDisplacement,enginePower,fuelType,mileage,numberOfDoors,productionDate,transmission,ownersNumber,drive,state,source,price,new,dublicate_ptc,no_ptc,original_ptc
19863,внедорожник,чёрный,2.5,218.0,бензин,187997.0,5.0,2008.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19864,седан,коричневый,2.0,245.0,бензин,130000.0,4.0,2012.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
19865,внедорожник,красный,2.0,184.0,бензин,12000.0,5.0,2015.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19866,седан,белый,4.4,407.0,бензин,170930.0,4.0,2012.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19867,внедорожник,коричневый,3.0,249.0,дизель,40000.0,5.0,2016.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19868,седан,чёрный,3.0,326.0,бензин,3659.0,4.0,2017.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19869,внедорожник,серебристый,3.0,231.0,бензин,280000.0,5.0,2000.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19870,внедорожник,серый,3.0,306.0,бензин,186158.0,5.0,2010.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19871,хетчбек,белый,1.6,115.0,бензин,127000.0,5.0,2008.0,1.0,3.0,0,1.0,test_dataset,,0,1,0,0
19872,седан,чёрный,2.0,190.0,дизель,34653.0,4.0,2019.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19873,внедорожник,чёрный,3.0,231.0,бензин,259051.0,5.0,2002.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19874,внедорожник,белый,2.0,184.0,бензин,70449.0,5.0,2012.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19875,лифтбек,белый,2.0,190.0,дизель,28261.0,5.0,2017.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19876,внедорожник,чёрный,3.0,313.0,дизель,44000.0,5.0,2017.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19877,внедорожник,чёрный,4.4,555.0,бензин,101000.0,5.0,2011.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19878,купе,чёрный,4.4,333.0,бензин,190000.0,2.0,2004.0,1.0,3.0,0,1.0,test_dataset,,0,1,0,0
19879,внедорожник,чёрный,2.0,150.0,бензин,128000.0,5.0,2012.0,1.0,2.0,0,1.0,test_dataset,,0,0,0,1
19880,внедорожник,серебристый,3.0,231.0,бензин,195000.0,5.0,2006.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19881,седан,синий,2.0,245.0,бензин,228770.0,4.0,2012.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19882,внедорожник,серый,3.0,306.0,бензин,185000.0,5.0,2008.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19883,внедорожник,чёрный,2.0,184.0,дизель,89000.0,5.0,2012.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19884,седан,чёрный,2.0,245.0,бензин,178000.0,4.0,2012.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
19885,внедорожник,чёрный,4.4,555.0,бензин,162000.0,5.0,2010.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19886,внедорожник,чёрный,3.0,306.0,бензин,84388.0,5.0,2015.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19887,седан,чёрный,4.4,450.0,бензин,52300.0,4.0,2012.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19888,седан,чёрный,2.5,218.0,бензин,171000.0,4.0,2008.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19889,внедорожник,белый,3.0,245.0,дизель,123000.0,5.0,2012.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19890,внедорожник,чёрный,2.0,150.0,бензин,95350.0,5.0,2011.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
19891,внедорожник,чёрный,3.0,306.0,дизель,125227.0,5.0,2012.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19892,седан,серый,2.5,218.0,бензин,158053.0,4.0,2007.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19893,внедорожник,чёрный,4.4,575.0,бензин,14000.0,5.0,2017.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19894,внедорожник,серебристый,3.0,306.0,бензин,125000.0,5.0,2010.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19895,внедорожник,белый,2.0,190.0,дизель,837.0,5.0,2019.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19896,хетчбек,белый,1.6,115.0,бензин,132855.0,5.0,2009.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
19897,седан,синий,2.0,190.0,дизель,27000.0,4.0,2018.0,1.0,2.0,0,1.0,test_dataset,,0,0,0,1
19898,внедорожник,белый,3.0,258.0,бензин,149000.0,5.0,2012.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19899,внедорожник,чёрный,3.0,286.0,дизель,237000.0,5.0,2009.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19900,купе,белый,3.0,326.0,бензин,62000.0,2.0,2014.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19901,седан,коричневый,1.6,136.0,бензин,131000.0,4.0,2014.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
19902,внедорожник,коричневый,2.0,184.0,дизель,126000.0,5.0,2013.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19903,седан,белый,2.0,190.0,дизель,15307.0,4.0,2019.0,1.0,1.0,0,1.0,test_dataset,,0,0,0,1
19904,седан,синий,3.0,326.0,бензин,71800.0,4.0,2016.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19905,внедорожник,коричневый,2.0,177.0,дизель,62000.0,5.0,2012.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19906,внедорожник,чёрный,4.4,407.0,бензин,81860.0,5.0,2012.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19907,внедорожник,белый,3.0,313.0,дизель,23000.0,5.0,2018.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19908,седан,чёрный,3.0,249.0,дизель,11668.0,4.0,2019.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19909,седан,серый,2.0,190.0,дизель,62500.0,4.0,2017.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19910,седан,чёрный,2.5,218.0,бензин,241000.0,4.0,2008.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
19911,седан,чёрный,2.8,184.0,бензин,426000.0,4.0,1984.0,0.0,3.0,0,1.0,test_dataset,,0,0,0,1
19912,внедорожник,чёрный,4.8,355.0,бензин,103800.0,5.0,2008.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19913,внедорожник,чёрный,3.0,306.0,бензин,188500.0,5.0,2013.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19914,внедорожник,красный,2.0,184.0,дизель,92344.0,5.0,2012.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19915,седан,чёрный,2.0,184.0,бензин,132000.0,4.0,2013.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
19916,седан,чёрный,3.0,249.0,дизель,2550.0,4.0,2019.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19917,внедорожник,чёрный,2.0,184.0,бензин,118000.0,5.0,2013.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19918,седан,чёрный,3.0,249.0,дизель,1381.0,4.0,2019.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19919,внедорожник,белый,3.0,313.0,дизель,94000.0,5.0,2016.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19920,внедорожник,чёрный,2.0,190.0,дизель,2730.0,5.0,2019.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19921,хетчбек,серый,1.5,136.0,бензин,33720.0,5.0,2018.0,1.0,1.0,0,1.0,test_dataset,,0,0,0,1
19922,внедорожник,коричневый,3.0,218.0,дизель,89839.0,5.0,2016.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19923,хетчбек,белый,1.6,115.0,бензин,165000.0,5.0,2011.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
19924,седан,синий,2.0,184.0,бензин,166000.0,4.0,2013.0,1.0,2.0,0,1.0,test_dataset,,0,0,0,1
19925,внедорожник,белый,3.0,313.0,дизель,111000.0,5.0,2015.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19926,купе,коричневый,3.0,320.0,бензин,32988.0,2.0,2014.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19927,внедорожник,серебристый,3.0,231.0,бензин,162000.0,5.0,2005.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19928,внедорожник,чёрный,2.0,190.0,дизель,15584.0,5.0,2019.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19929,седан,чёрный,2.0,184.0,бензин,105302.0,4.0,2012.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
19930,внедорожник,серый,2.5,218.0,бензин,217878.0,5.0,2008.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19931,седан,белый,2.0,184.0,бензин,82000.0,4.0,2012.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19932,купе,белый,1.5,231.0,гибрид,9248.0,2.0,2015.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19933,седан,белый,2.0,190.0,дизель,60342.0,4.0,2016.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19934,седан,чёрный,3.0,258.0,бензин,210000.0,4.0,2006.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
19935,седан,чёрный,2.0,184.0,дизель,152000.0,4.0,2013.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
19936,внедорожник,белый,3.0,306.0,бензин,70000.0,5.0,2014.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19937,внедорожник,серый,4.4,555.0,бензин,75000.0,5.0,2013.0,1.0,2.0,1,1.0,test_dataset,,0,1,0,0
19938,внедорожник,чёрный,3.0,249.0,дизель,84400.0,5.0,2015.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19939,седан,чёрный,6.0,445.0,бензин,115550.0,4.0,2004.0,1.0,2.0,0,1.0,test_dataset,,0,0,0,1
19940,седан,белый,4.4,407.0,бензин,108000.0,4.0,2012.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19941,внедорожник,белый,2.0,190.0,дизель,10057.0,5.0,2019.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19942,купе,серебристый,2.5,218.0,бензин,166000.0,2.0,2008.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
19943,седан,чёрный,2.0,218.0,дизель,104218.0,4.0,2013.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19944,седан,синий,4.4,450.0,бензин,107960.0,4.0,2013.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19945,седан,коричневый,1.6,136.0,бензин,104000.0,4.0,2014.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
19946,внедорожник,чёрный,2.0,245.0,бензин,146000.0,5.0,2013.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19947,внедорожник,чёрный,3.0,218.0,дизель,253500.0,5.0,2004.0,1.0,3.0,1,1.0,test_dataset,,0,1,0,0
19948,седан,серебристый,2.9,193.0,дизель,100000.0,4.0,2001.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
19949,хетчбек,белый,1.6,115.0,бензин,166713.0,5.0,2011.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
19950,внедорожник,чёрный,4.4,320.0,бензин,270000.0,5.0,2005.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19951,хетчбек,чёрный,2.0,136.0,бензин,132000.0,5.0,2010.0,1.0,3.0,0,1.0,test_dataset,,0,1,0,0
19952,хетчбек,чёрный,1.5,136.0,бензин,8378.0,5.0,2019.0,1.0,2.0,0,1.0,test_dataset,,0,0,0,1
19953,внедорожник,белый,3.0,286.0,дизель,242750.0,5.0,2009.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19954,седан,синий,2.0,245.0,бензин,82708.0,4.0,2016.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19955,внедорожник,белый,3.0,306.0,бензин,160000.0,5.0,2012.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19956,внедорожник,чёрный,3.0,306.0,бензин,176000.0,5.0,2010.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19957,внедорожник,белый,2.0,184.0,бензин,10784.0,5.0,2018.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19958,внедорожник,серый,4.4,450.0,бензин,72946.0,5.0,2014.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19959,внедорожник,синий,4.4,450.0,бензин,170000.0,5.0,2013.0,1.0,3.0,1,1.0,test_dataset,,0,1,0,0
19960,внедорожник,красный,2.0,184.0,бензин,81665.0,5.0,2013.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19961,внедорожник,чёрный,3.0,249.0,дизель,90000.0,5.0,2015.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19962,купе,белый,2.0,156.0,бензин,114000.0,2.0,2011.0,0.0,3.0,0,1.0,test_dataset,,0,1,0,0
19963,хетчбек,синий,2.0,122.0,дизель,200000.0,5.0,2005.0,0.0,3.0,0,1.0,test_dataset,,0,0,0,1
19964,седан,белый,2.0,184.0,бензин,109000.0,4.0,2012.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19965,седан,чёрный,4.4,407.0,бензин,143175.0,4.0,2010.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19966,седан,серый,2.0,184.0,бензин,29953.0,4.0,2018.0,1.0,1.0,0,1.0,test_dataset,,0,0,0,1
19967,седан,синий,3.0,258.0,дизель,69268.0,4.0,2012.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19968,хетчбек,синий,2.0,156.0,бензин,237780.0,5.0,2007.0,0.0,3.0,0,1.0,test_dataset,,0,0,0,1
19969,внедорожник,синий,4.4,575.0,бензин,11600.0,5.0,2017.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19970,внедорожник,серебристый,3.0,306.0,бензин,177000.0,5.0,2009.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19971,купе,синий,2.0,190.0,дизель,59000.0,2.0,2015.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19972,универсал,серый,2.5,204.0,бензин,167000.0,5.0,2010.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
19973,внедорожник,серый,2.0,184.0,дизель,73700.0,5.0,2012.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19974,внедорожник,серебристый,3.0,231.0,бензин,346000.0,5.0,2001.0,1.0,3.0,1,1.0,test_dataset,,0,1,0,0
19975,седан,синий,2.0,184.0,бензин,88000.0,4.0,2014.0,1.0,2.0,0,1.0,test_dataset,,0,0,0,1
19976,седан,белый,2.0,184.0,бензин,29926.0,4.0,2018.0,1.0,1.0,0,1.0,test_dataset,,0,0,0,1
19977,купе,чёрный,2.5,218.0,бензин,122000.0,2.0,2008.0,1.0,3.0,0,1.0,test_dataset,,0,1,0,0
19978,седан,коричневый,2.0,190.0,дизель,136719.0,4.0,2016.0,1.0,1.0,0,1.0,test_dataset,,0,0,0,1
19979,внедорожник,белый,2.0,245.0,бензин,85356.0,5.0,2013.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19980,лифтбек,чёрный,3.0,249.0,дизель,1495.0,5.0,2018.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19981,седан,чёрный,2.0,184.0,бензин,125481.0,4.0,2013.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
19982,седан,синий,2.0,190.0,дизель,383.0,4.0,2019.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19983,внедорожник,серый,3.0,235.0,дизель,130000.0,5.0,2010.0,1.0,3.0,1,1.0,test_dataset,,0,1,0,0
19984,седан,чёрный,2.0,190.0,дизель,29308.0,4.0,2018.0,1.0,1.0,0,1.0,test_dataset,,0,0,0,1
19985,купе,пурпурный,2.5,218.0,бензин,140000.0,2.0,2008.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19986,седан,серый,2.0,190.0,дизель,50000.0,4.0,2018.0,1.0,2.0,0,1.0,test_dataset,,0,0,0,1
19987,седан,серый,3.0,218.0,бензин,231956.0,4.0,2009.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
19988,внедорожник,чёрный,3.0,313.0,дизель,82851.0,5.0,2016.0,1.0,2.0,1,1.0,test_dataset,,0,1,0,0
19989,внедорожник,серебристый,2.0,184.0,бензин,83500.0,5.0,2016.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19990,седан,чёрный,2.0,245.0,бензин,64533.0,4.0,2013.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19991,седан,чёрный,3.0,204.0,дизель,180000.0,4.0,2010.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
19992,седан,чёрный,4.4,449.0,бензин,11150.0,4.0,2014.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19993,внедорожник,серый,2.0,184.0,бензин,16500.0,5.0,2018.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19994,седан,чёрный,3.0,265.0,дизель,98254.0,4.0,2015.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
19995,седан,чёрный,2.0,245.0,бензин,165000.0,4.0,2013.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19996,седан,чёрный,3.0,340.0,бензин,26000.0,4.0,2018.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19997,хетчбек,чёрный,1.5,136.0,бензин,34165.0,5.0,2019.0,1.0,1.0,0,1.0,test_dataset,,0,0,0,1
19998,внедорожник,чёрный,3.0,313.0,дизель,82411.0,5.0,2016.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
19999,внедорожник,серебристый,3.0,231.0,бензин,200000.0,5.0,2004.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
20000,внедорожник,чёрный,2.0,192.0,бензин,2285.0,5.0,2019.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
20001,внедорожник,серый,3.0,306.0,бензин,59500.0,5.0,2012.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
20002,внедорожник,чёрный,3.0,218.0,дизель,362475.0,5.0,2003.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
20003,хетчбек,чёрный,1.6,170.0,бензин,123000.0,5.0,2013.0,1.0,1.0,0,1.0,test_dataset,,0,0,0,1
20004,седан,серый,2.5,192.0,бензин,400000.0,4.0,2004.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
20005,седан,серый,2.0,184.0,бензин,107595.0,4.0,2013.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
20006,внедорожник,коричневый,3.0,249.0,дизель,52742.0,5.0,2017.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
20007,седан,чёрный,4.8,367.0,бензин,270000.0,4.0,2007.0,1.0,3.0,0,1.0,test_dataset,,0,1,0,0
20008,седан,серый,3.0,245.0,дизель,69700.0,4.0,2011.0,1.0,2.0,0,1.0,test_dataset,,0,0,0,1
20009,внедорожник,чёрный,3.0,231.0,бензин,183000.0,5.0,2006.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
20010,седан,коричневый,1.6,136.0,бензин,96661.0,4.0,2013.0,1.0,1.0,0,1.0,test_dataset,,0,0,0,1
20011,внедорожник,чёрный,2.0,190.0,дизель,24000.0,5.0,2017.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
20012,седан,белый,2.0,190.0,дизель,62494.0,4.0,2016.0,1.0,1.0,0,1.0,test_dataset,,0,0,0,1
20013,седан,серебристый,2.0,163.0,дизель,248000.0,4.0,2005.0,1.0,3.0,0,1.0,test_dataset,,0,1,0,0
20014,внедорожник,чёрный,3.0,272.0,бензин,156000.0,5.0,2009.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
20015,внедорожник,чёрный,3.0,381.0,дизель,81000.0,5.0,2016.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
20016,седан,серый,2.0,190.0,дизель,113000.0,4.0,2015.0,1.0,1.0,0,1.0,test_dataset,,0,0,0,1
20017,седан,белый,4.4,450.0,бензин,62352.0,4.0,2016.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
20018,седан,синий,2.0,184.0,бензин,110000.0,4.0,2013.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
20019,седан,чёрный,3.0,258.0,дизель,96500.0,4.0,2014.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
20020,седан,синий,1.5,136.0,бензин,22041.0,4.0,2017.0,1.0,2.0,0,1.0,test_dataset,,0,0,0,1
20021,седан,синий,2.0,184.0,бензин,42000.0,4.0,2016.0,1.0,1.0,0,1.0,test_dataset,,0,0,0,1
20022,седан,чёрный,4.4,450.0,бензин,9700.0,4.0,2016.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
20023,внедорожник,белый,3.0,249.0,дизель,33314.0,5.0,2016.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
20024,хетчбек,чёрный,1.6,136.0,бензин,131000.0,5.0,2013.0,1.0,2.0,0,1.0,test_dataset,,0,0,0,1
20025,седан,чёрный,3.0,258.0,дизель,88653.0,4.0,2016.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
20026,седан,синий,2.0,190.0,дизель,68000.0,4.0,2017.0,1.0,1.0,0,1.0,test_dataset,,0,0,0,1
20027,седан,серый,2.0,184.0,дизель,200000.0,4.0,2013.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
20028,внедорожник,серебристый,4.4,555.0,бензин,79000.0,5.0,2010.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
20029,внедорожник,чёрный,3.0,245.0,дизель,132753.0,5.0,2013.0,1.0,2.0,1,1.0,test_dataset,,0,1,0,0
20030,внедорожник,серый,3.0,306.0,бензин,92696.0,5.0,2014.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
20031,седан,чёрный,2.0,184.0,дизель,180000.0,4.0,2012.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
20032,внедорожник,серебристый,3.0,231.0,бензин,232000.0,5.0,2003.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
20033,седан,белый,3.0,258.0,дизель,35350.0,4.0,2012.0,1.0,2.0,0,1.0,test_dataset,,0,0,0,1
20034,седан,белый,2.0,258.0,бензин,2744.0,4.0,2019.0,1.0,1.0,0,1.0,test_dataset,,0,0,0,1
20035,внедорожник,белый,2.0,184.0,дизель,93188.0,5.0,2013.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
20036,седан,красный,2.5,218.0,бензин,184803.0,4.0,2006.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
20037,лифтбек,синий,2.0,190.0,дизель,20.0,5.0,2019.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
20038,внедорожник,коричневый,2.0,184.0,дизель,157000.0,5.0,2012.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
20039,седан,серый,3.0,320.0,дизель,63000.0,4.0,2016.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
20040,седан,белый,3.0,320.0,бензин,123100.0,4.0,2014.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
20041,купе,чёрный,3.0,313.0,дизель,62000.0,2.0,2014.0,1.0,3.0,1,1.0,test_dataset,,0,1,0,0
20042,внедорожник,синий,3.0,218.0,дизель,88088.0,5.0,2017.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
20043,хетчбек,чёрный,1.6,136.0,бензин,89276.0,5.0,2012.0,1.0,1.0,0,1.0,test_dataset,,0,0,0,1
20044,седан,чёрный,2.0,184.0,бензин,44000.0,4.0,2018.0,1.0,2.0,0,1.0,test_dataset,,0,0,0,1
20045,внедорожник,серый,2.5,218.0,бензин,241000.0,5.0,2010.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
20046,открытый,серый,2.0,156.0,бензин,87500.0,2.0,2008.0,1.0,2.0,0,1.0,test_dataset,,0,0,0,1
20047,внедорожник,серебристый,2.0,184.0,дизель,117791.0,5.0,2013.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
20048,хетчбек,белый,1.6,136.0,бензин,140894.0,5.0,2013.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
20049,внедорожник,коричневый,2.0,184.0,бензин,100800.0,5.0,2014.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
20050,универсал,чёрный,2.2,170.0,бензин,264000.0,5.0,2000.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
20051,внедорожник,чёрный,3.0,249.0,дизель,49500.0,5.0,2015.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
20052,внедорожник,чёрный,3.0,218.0,дизель,67000.0,5.0,2015.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
20053,хетчбек,синий,1.6,136.0,бензин,50749.0,5.0,2013.0,1.0,1.0,0,1.0,test_dataset,,0,0,0,1
20054,внедорожник,чёрный,3.0,249.0,дизель,24000.0,5.0,2017.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
20055,внедорожник,серый,3.0,249.0,дизель,104536.0,5.0,2016.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
20056,седан,синий,3.0,306.0,бензин,187000.0,4.0,2011.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
20057,хетчбек,синий,1.6,136.0,бензин,73079.0,5.0,2013.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
20058,лифтбек,чёрный,3.0,258.0,дизель,184362.0,5.0,2013.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
20059,купе,зелёный,3.0,218.0,бензин,130000.0,2.0,2008.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
20060,седан,серебристый,1.6,136.0,бензин,39000.0,4.0,2014.0,1.0,2.0,0,1.0,test_dataset,,0,0,0,1
20061,внедорожник,белый,3.0,258.0,бензин,65500.0,5.0,2012.0,1.0,1.0,1,1.0,test_dataset,,0,0,0,1
20062,внедорожник,белый,2.0,177.0,дизель,75930.0,5.0,2011.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
20063,внедорожник,синий,3.0,381.0,дизель,139000.0,5.0,2012.0,1.0,2.0,1,1.0,test_dataset,,0,0,0,1
20064,открытый,белый,2.0,156.0,бензин,127300.0,2.0,2008.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
20065,хетчбек,синий,2.0,129.0,бензин,267500.0,5.0,2005.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
20066,внедорожник,серый,3.0,235.0,дизель,125000.0,5.0,2009.0,1.0,3.0,1,1.0,test_dataset,,0,0,0,1
20067,седан,красный,2.0,156.0,бензин,158000.0,4.0,2012.0,1.0,3.0,0,1.0,test_dataset,,0,0,0,1
20068,внедорожник,чёрный,2.5,218.0,бензин,186000.0,5.0,2008.0,1.0,3.0,1,1.0,test_dataset,,0,1,0,0
20069,седан,чёрный,2.0,184.0,бензин,127000.0,4.0,2015.0,1.0,1.0,0,1.0,test_dataset,,0,0,0,1
20070,седан,чёрный,3.0,272.0,бензин,204000.0,4.0,2007.0,1.0,3.0,1,1.0,test_dataset,,0,1,0,0
