id,engineDisplacement,enginePower,mileage,numberOfDoors,внедорожник,компактвэн,купе,лифтбек,минивэн,открытый,седан,универсал,хетчбек,белый,бордовый,голубой,жёлтый,зелёный,золотистый,золотой,коричневый,красный,оранжевый,пурпурный,розовый,серебристый,серый,синий,фиолетовый,чёрный,бензин,гибрид,дизель,электро,productionDate,ownersNumber,drive,steeringWheelSide,source,price,new,automatic,mechanical,robot,dublicate_ptc,no_ptc,original_ptc,crashed_car,excellent_state_or_new,good_state
6753,3.0,340.0,0.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020.0,,2,0.0,auto_ru,5760000.0,1,1,0,0,0,0,1,0,0,1
6754,3.0,245.0,220000.0,5.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010.0,3.0,1,0.0,auto_ru,1350000.0,0,1,0,0,1,0,0,0,0,1
6755,2.0,156.0,104000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2009.0,2.0,1,0.0,auto_ru,600000.0,0,1,0,0,0,0,1,0,0,1
6756,2.5,204.0,200000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2011.0,3.0,1,0.0,auto_ru,777777.0,0,1,0,0,1,0,0,0,0,1
6757,3.0,249.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,auto_ru,5880000.0,1,1,0,0,0,0,1,0,0,1
6758,3.0,231.0,350000.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2001.0,3.0,2,0.0,auto_ru,370000.0,0,1,0,0,0,0,1,0,0,1
6759,2.0,245.0,58700.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2014.0,2.0,2,0.0,auto_ru,1680000.0,0,1,0,0,0,0,1,0,0,1
6760,2.2,170.0,330000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2004.0,3.0,1,0.0,auto_ru,450000.0,0,1,0,0,1,0,0,0,0,1
6761,3.0,306.0,96000.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2011.0,2.0,2,0.0,auto_ru,1750000.0,0,1,0,0,0,0,1,0,0,1
6762,2.5,218.0,160000.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2010.0,2.0,2,0.0,auto_ru,750000.0,0,1,0,0,0,0,1,0,0,1
6763,3.0,400.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2020.0,,2,0.0,auto_ru,9109700.0,1,1,0,0,0,0,1,0,0,1
6764,3.0,231.0,310000.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2003.0,2.0,2,0.0,auto_ru,599000.0,0,1,0,0,0,0,1,0,0,1
6765,2.0,190.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2020.0,,2,0.0,auto_ru,3809996.0,1,1,0,0,0,0,1,0,0,1
6766,4.4,450.0,38000.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2014.0,2.0,2,0.0,auto_ru,2750000.0,0,1,0,0,0,0,1,0,0,1
6767,3.2,343.0,60000.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2002.0,3.0,1,0.0,auto_ru,1250000.0,0,0,0,1,0,0,1,0,0,1
6768,2.0,177.0,155500.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2008.0,3.0,1,0.0,auto_ru,600000.0,0,1,0,0,1,0,0,0,0,1
6769,2.5,218.0,193000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2009.0,3.0,1,0.0,auto_ru,650000.0,0,1,0,0,0,0,1,0,0,1
6770,3.0,249.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,auto_ru,5914800.0,1,1,0,0,0,0,1,0,0,1
6771,2.0,184.0,118000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2016.0,2.0,2,0.0,auto_ru,1390000.0,0,1,0,0,0,0,1,0,0,1
6772,2.0,177.0,129179.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2012.0,3.0,2,0.0,auto_ru,830000.0,0,1,0,0,0,0,1,0,0,1
6773,2.0,245.0,160000.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013.0,1.0,2,0.0,auto_ru,1150000.0,0,1,0,0,0,0,1,0,0,1
6774,2.0,184.0,212000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2011.0,3.0,1,0.0,auto_ru,1079000.0,0,1,0,0,0,0,1,0,0,1
6775,3.0,258.0,67000.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2013.0,2.0,2,0.0,auto_ru,2000000.0,0,1,0,0,0,0,1,0,0,1
6776,3.0,340.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,2,0.0,auto_ru,5880000.0,1,1,0,0,0,0,1,0,0,1
6777,1.6,115.0,112000.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2009.0,3.0,1,0.0,auto_ru,450000.0,0,1,0,0,0,0,1,0,0,1
6778,2.0,184.0,120000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2013.0,2.0,1,0.0,auto_ru,1190000.0,0,1,0,0,0,0,1,0,0,1
6779,3.0,400.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,auto_ru,7393200.0,1,1,0,0,0,0,1,0,0,1
6780,4.4,407.0,177000.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2009.0,3.0,2,0.0,auto_ru,1000000.0,0,1,0,0,1,0,0,0,0,1
6781,2.5,218.0,212700.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2008.0,1.0,1,0.0,auto_ru,650000.0,0,1,0,0,0,0,1,0,0,1
6782,1.6,115.0,120000.0,5.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011.0,3.0,1,0.0,auto_ru,530000.0,0,1,0,0,0,0,1,0,0,1
6783,2.0,190.0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,auto_ru,4115709.0,1,1,0,0,0,0,1,0,0,1
6784,4.4,555.0,52000.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013.0,1.0,2,0.0,auto_ru,1700000.0,0,1,0,0,0,0,1,0,0,1
6785,2.0,150.0,350000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1992.0,2.0,1,0.0,auto_ru,185000.0,0,0,1,0,0,0,1,0,0,1
6786,3.0,306.0,95000.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010.0,2.0,2,0.0,auto_ru,1350000.0,0,1,0,0,0,0,1,0,0,1
6787,2.0,150.0,353000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1991.0,3.0,1,0.0,auto_ru,199999.0,0,0,1,0,1,0,0,0,0,1
6788,2.0,184.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,2,0.0,auto_ru,3257400.0,1,1,0,0,0,0,1,0,0,1
6789,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,1,0.0,auto_ru,3410000.0,1,1,0,0,0,0,1,0,0,1
6790,3.0,306.0,175000.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2009.0,3.0,2,0.0,auto_ru,1000000.0,0,1,0,0,0,0,1,0,0,1
6791,3.0,306.0,120000.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2011.0,3.0,2,0.0,auto_ru,1190000.0,0,1,0,0,0,0,1,0,0,1
6792,1.6,115.0,175000.0,5.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009.0,2.0,1,0.0,auto_ru,425000.0,0,1,0,0,0,0,1,0,0,1
6793,3.0,400.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2020.0,,2,0.0,auto_ru,8787300.0,1,1,0,0,0,0,1,0,0,1
6794,3.0,231.0,233647.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2005.0,3.0,2,0.0,auto_ru,620000.0,0,1,0,0,0,0,1,0,0,1
6795,2.0,184.0,200000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2012.0,3.0,1,0.0,auto_ru,950000.0,0,1,0,0,0,0,1,0,0,1
6796,3.0,306.0,69000.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013.0,3.0,2,0.0,auto_ru,1998000.0,0,1,0,0,0,0,1,0,0,1
6797,2.5,218.0,188600.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2008.0,3.0,1,0.0,auto_ru,720000.0,0,1,0,0,0,0,1,0,0,1
6798,3.0,245.0,120000.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014.0,2.0,2,0.0,auto_ru,1900000.0,0,1,0,0,0,0,1,0,0,1
6799,2.0,190.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2020.0,,2,0.0,auto_ru,3790400.0,1,1,0,0,0,0,1,0,0,1
6800,3.0,235.0,97466.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2009.0,3.0,2,0.0,auto_ru,1450000.0,0,1,0,0,0,0,1,0,0,1
6801,2.5,170.0,375260.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1996.0,3.0,1,0.0,auto_ru,250000.0,0,0,1,0,0,0,1,0,0,1
6802,4.4,407.0,85000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2012.0,2.0,2,0.0,auto_ru,1300000.0,0,1,0,0,0,0,1,0,0,1
6803,1.5,140.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,2,0.0,auto_ru,2510651.0,1,0,0,1,0,0,1,0,0,1
6804,2.0,245.0,159900.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011.0,3.0,1,0.0,auto_ru,839000.0,0,1,0,0,0,0,1,0,0,1
6805,3.0,245.0,175000.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013.0,3.0,2,0.0,auto_ru,2050000.0,0,1,0,0,0,0,1,0,0,1
6806,2.0,184.0,118000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2013.0,3.0,2,0.0,auto_ru,1100000.0,0,1,0,0,0,0,1,0,0,1
6807,2.0,190.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,auto_ru,3510000.0,1,1,0,0,0,0,1,0,0,1
6808,2.0,156.0,170000.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2008.0,3.0,1,0.0,auto_ru,425000.0,0,1,0,0,1,0,0,0,0,1
6809,2.0,143.0,223000.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2005.0,3.0,1,0.0,auto_ru,460000.0,0,0,1,0,0,0,1,0,0,1
6810,2.0,190.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2020.0,,2,0.0,auto_ru,4132500.0,1,1,0,0,0,0,1,0,0,1
6811,2.0,150.0,400000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1998.0,3.0,1,0.0,auto_ru,230000.0,0,1,0,0,0,0,1,0,0,1
6812,3.0,258.0,210000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2006.0,3.0,1,0.0,auto_ru,635000.0,0,1,0,0,0,0,1,0,0,1
6813,2.0,150.0,285000.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1992.0,3.0,1,0.0,auto_ru,115000.0,0,0,1,0,1,0,0,0,0,1
6814,2.0,150.0,285000.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1992.0,3.0,1,0.0,auto_ru,115000.0,0,0,1,0,1,0,0,0,0,1
6815,2.0,190.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,auto_ru,3510000.0,1,1,0,0,0,0,1,0,0,1
6816,2.0,245.0,115000.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013.0,3.0,2,0.0,auto_ru,1250000.0,0,1,0,0,0,0,1,0,0,1
6817,2.0,150.0,370000.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990.0,3.0,1,0.0,auto_ru,135000.0,0,0,1,0,0,0,1,0,0,1
6818,2.0,190.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2020.0,,2,0.0,auto_ru,4132500.0,1,1,0,0,0,0,1,0,0,1
6819,3.0,258.0,190000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2006.0,2.0,2,0.0,auto_ru,540000.0,0,1,0,0,0,0,1,0,0,1
6820,3.0,231.0,235458.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2005.0,2.0,2,0.0,auto_ru,580000.0,0,1,0,0,0,0,1,0,0,1
6821,2.0,184.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2020.0,,1,0.0,auto_ru,2775300.0,1,1,0,0,0,0,1,0,0,1
6822,3.0,245.0,104000.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2012.0,2.0,2,0.0,auto_ru,1570000.0,0,1,0,0,0,0,1,0,0,1
6823,2.5,218.0,129000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2006.0,3.0,2,0.0,auto_ru,635000.0,0,1,0,0,0,0,1,0,0,1
6824,3.0,231.0,273300.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2003.0,3.0,2,0.0,auto_ru,550000.0,0,1,0,0,1,0,0,0,0,1
6825,3.0,400.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2020.0,,2,0.0,auto_ru,11015029.0,1,1,0,0,0,0,1,0,0,1
6826,2.0,184.0,90500.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2011.0,3.0,2,0.0,auto_ru,950000.0,0,1,0,0,0,0,1,0,0,1
6827,2.2,170.0,238000.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2002.0,3.0,1,0.0,auto_ru,400000.0,0,0,1,0,1,0,0,0,0,1
6828,2.0,245.0,35000.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016.0,2.0,1,0.0,auto_ru,2200000.0,0,1,0,0,0,0,1,0,0,1
6829,3.0,231.0,252000.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2005.0,3.0,2,0.0,auto_ru,700000.0,0,1,0,0,0,0,1,0,0,1
6830,2.5,218.0,175000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2008.0,2.0,1,0.0,auto_ru,650000.0,0,1,0,0,0,0,1,0,0,1
6831,3.0,249.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2020.0,,2,0.0,auto_ru,11262200.0,1,1,0,0,0,0,1,0,0,1
6832,2.0,245.0,118300.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2013.0,2.0,2,0.0,auto_ru,1150000.0,0,1,0,0,0,0,1,0,0,1
6833,3.0,272.0,210000.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2010.0,1.0,2,0.0,auto_ru,990000.0,0,1,0,0,0,0,1,0,0,1
6834,3.0,258.0,133000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2011.0,2.0,1,0.0,auto_ru,1000000.0,0,1,0,0,0,0,1,0,0,1
6835,2.0,156.0,195000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2010.0,3.0,1,0.0,auto_ru,520000.0,0,1,0,0,1,0,0,0,0,1
6836,3.0,249.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,auto_ru,4076400.0,1,1,0,0,0,0,1,0,0,1
6837,2.0,190.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2020.0,,2,0.0,auto_ru,4341200.0,1,1,0,0,0,0,1,0,0,1
6838,2.5,218.0,186000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2008.0,3.0,1,0.0,auto_ru,850000.0,0,1,0,0,0,0,1,0,0,1
6839,2.5,192.0,420000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2000.0,3.0,2,0.0,auto_ru,400000.0,0,1,0,0,1,0,0,0,0,1
6840,2.0,184.0,75700.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014.0,3.0,1,0.0,auto_ru,1330000.0,0,1,0,0,0,0,1,0,0,1
6841,3.0,258.0,296000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2006.0,3.0,2,0.0,auto_ru,550000.0,0,1,0,0,1,0,0,0,0,1
6842,2.5,170.0,291000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1999.0,3.0,1,0.0,auto_ru,250000.0,0,0,1,0,0,0,1,0,0,1
6843,2.0,150.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,auto_ru,2860000.0,1,1,0,0,0,0,1,0,0,1
6844,3.4,211.0,300000.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1987.0,3.0,1,0.0,auto_ru,120000.0,0,0,1,0,0,0,1,0,0,1
6845,2.0,177.0,142200.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2012.0,2.0,2,0.0,auto_ru,900000.0,0,1,0,0,0,0,1,0,0,1
6846,2.0,150.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2020.0,,2,0.0,auto_ru,2337500.0,1,1,0,0,0,0,1,0,0,1
6847,2.0,245.0,108300.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2011.0,3.0,2,0.0,auto_ru,950000.0,0,1,0,0,0,0,1,0,0,1
6848,2.0,184.0,130000.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2014.0,3.0,2,0.0,auto_ru,990000.0,0,1,0,0,0,0,1,0,0,1
6849,2.0,184.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2020.0,,1,0.0,auto_ru,2827500.0,1,1,0,0,0,0,1,0,0,1
6850,3.0,218.0,152000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2009.0,2.0,2,0.0,auto_ru,770000.0,0,1,0,0,0,0,1,0,0,1
6851,2.0,190.0,170000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2017.0,2.0,1,0.0,auto_ru,1750000.0,0,1,0,0,0,0,1,0,0,1
6852,2.0,184.0,42897.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2015.0,1.0,1,0.0,auto_ru,1520000.0,0,1,0,0,0,0,1,0,0,1
6853,5.0,507.0,68000.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2008.0,3.0,1,0.0,auto_ru,1450000.0,0,0,0,1,0,0,1,0,0,1
6854,3.0,272.0,192000.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2007.0,3.0,2,0.0,auto_ru,780000.0,0,1,0,0,1,0,0,0,0,1
6855,3.0,231.0,280000.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2004.0,3.0,2,0.0,auto_ru,580000.0,0,1,0,0,0,0,1,0,0,1
6856,3.0,249.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2019.0,,2,0.0,auto_ru,6200000.0,0,1,0,0,0,0,1,0,0,1
6857,4.8,355.0,82000.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2007.0,3.0,2,0.0,auto_ru,950000.0,0,1,0,0,0,0,1,0,0,1
6858,3.0,249.0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,auto_ru,5282916.0,1,1,0,0,0,0,1,0,0,1
6859,4.4,407.0,141000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2011.0,3.0,2,0.0,auto_ru,850000.0,0,1,0,0,1,0,0,0,0,1
6860,2.0,190.0,90000.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2017.0,1.0,1,0.0,auto_ru,2400000.0,0,1,0,0,0,0,1,0,0,1
6861,3.0,272.0,175000.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007.0,3.0,2,0.0,auto_ru,715000.0,0,1,0,0,0,0,1,0,0,1
